Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Amenities;Square Feet;Price;Cleaning Fee;Availability 90;Review Scores Rating
Chamberí;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;39.0;;69;98.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;100.0;;65;80.0
Centro;Condominium;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;41.0;;61;98.0
Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;;46.0;99.0;35;
Centro;Townhouse;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Gym,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox;;60.0;50.0;76;100.0
Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Washer,First aid kit,Essentials,Shampoo;;20.0;;0;92.0
Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;130.0;75.0;43;99.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;95.0;;33;94.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Laptop friendly workspace;;38.0;23.0;54;
Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,translation missing: en.hosting_amenity_50;;19.0;5.0;7;80.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,Essentials,Shampoo;;24.0;5.0;72;84.0
Centro;Apartment;Private room;1;2.0;1.0;1.0;translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;0;
Latina;House;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;24.0;;74;93.0
Arganzuela;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;20.0;15.0;70;
Salamanca;Bed & Breakfast;Private room;4;3.0;1.0;2.0;Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;45.0;;37;92.0
Villa de Vallecas;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Pets allowed,Doorman,Gym,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;30.0;25.0;40;88.0
Latina;Apartment;Private room;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;18.0;;77;85.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials;;65.0;20.0;32;87.0
Centro;Apartment;Entire home/apt;4;1.0;0.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;;50.0;20.0;37;80.0
Tetuán;Apartment;Private room;2;1.5;1.0;1.0;Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials;;30.0;;6;100.0
Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials;;120.0;50.0;36;83.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Safety card,Essentials,Shampoo,Hair dryer,Iron;;31.0;15.0;9;84.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo;;100.0;25.0;3;100.0
Centro;Apartment;Private room;4;1.5;1.0;2.0;Internet,Wireless Internet,Elevator in building,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer;;37.0;5.0;29;87.0
Salamanca;Apartment;Entire home/apt;2;2.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;;85.0;;6;
Moncloa - Aravaca;Loft;Private room;2;1.5;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Heating,Washer,Dryer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;70.0;10.0;49;93.0
Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers;;87.0;35.0;48;90.0
Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;;75.0;30.0;20;87.0
Chamberí;Apartment;Private room;2;2.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials;;30.0;;88;90.0
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance;;28.0;8.0;30;80.0
Arganzuela;Apartment;Entire home/apt;3;1.0;2.0;2.0;TV,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials;;60.0;20.0;15;65.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;48.0;18.0;10;94.0
Chamberí;House;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Breakfast,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room;;30.0;;27;
Latina;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,First aid kit,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;16.0;;39;85.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;38.0;;18;94.0
Chamberí;Condominium;Private room;2;1.0;1.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;10.0;80;
Latina;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,24-hour check-in;;20.0;10.0;47;81.0
Centro;Loft;Entire home/apt;2;1.0;0.0;1.0;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Smoke detector,Essentials;;60.0;15.0;53;95.0
Arganzuela;Bed & Breakfast;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Pool,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;39.0;12.0;78;100.0
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;;140.0;50.0;30;
Retiro;Apartment;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;27.0;;73;94.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Cable TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,24-hour check-in,Hair dryer;;70.0;20.0;9;96.0
Centro;Apartment;Entire home/apt;3;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials;;70.0;20.0;59;92.0
Chamberí;Condominium;Shared room;2;1.0;1.0;2.0;TV,Internet,Wireless Internet,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;70.0;;90;
Moncloa - Aravaca;House;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo;;30.0;;77;100.0
Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Essentials,Hangers,Iron;;79.0;30.0;66;50.0
Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;;42.0;;51;98.0
Moratalaz;Apartment;Entire home/apt;5;1.0;3.0;4.0;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo;;80.0;30.0;0;100.0
Centro;Bed & Breakfast;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Dog(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo;969.0;35.0;;74;99.0
Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Family/kid friendly,Washer,Dryer,Hair dryer;;105.0;30.0;61;
San Blas - Canillejas;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;;75.0;30.0;86;
Villa de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace;;20.0;;90;80.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;58.0;24.0;58;95.0
Centro;Apartment;Entire home/apt;3;1.0;0.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;20.0;19;93.0
Chamberí;Apartment;Private room;2;1.0;1.0;1.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;15.0;56;99.0
Centro;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;;48;96.0
Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;100.0;50.0;51;98.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;;75.0;20.0;43;89.0
Centro;Apartment;Private room;8;2.0;3.0;6.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Bathtub,Crib;;150.0;;33;92.0
Carabanchel;Apartment;Entire home/apt;8;2.0;3.0;6.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;72.0;;25;98.0
Moncloa - Aravaca;House;Entire home/apt;5;3.5;3.0;4.0;TV,Cable TV,Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Safety card,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;150.0;50.0;42;89.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;2.0;Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;45.0;20.0;50;95.0
Chamberí;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;40.0;;37;95.0
Centro;Apartment;Private room;3;2.0;2.0;2.0;Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Washer,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;82;92.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,translation missing: en.hosting_amenity_50;;52.0;;44;85.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo;;70.0;20.0;15;93.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;85.0;;50;97.0
Centro;Apartment;Entire home/apt;16;3.0;8.0;12.0;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron;;475.0;50.0;54;86.0
Salamanca;Apartment;Entire home/apt;5;1.0;1.0;4.0;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;130.0;;0;
Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Self Check-In,Doorman Entry;;70.0;22.0;17;97.0
Centro;House;Private room;2;1.0;1.0;2.0;Internet,Wireless Internet,Kitchen,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo;;32.0;16.0;90;82.0
Fuencarral - El Pardo;Apartment;Private room;3;1.0;1.0;1.0;;;414.0;;90;
Salamanca;Apartment;Entire home/apt;2;1.0;0.0;2.0;TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Safety card,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;;49.0;25.0;48;91.0
Tetuán;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Washer,Essentials;;30.0;5.0;63;94.0
Centro;Apartment;Entire home/apt;5;1.0;1.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;;120.0;;40;
Centro;Apartment;Private room;1;2.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace;;35.0;10.0;48;98.0
Salamanca;Apartment;Entire home/apt;5;2.0;2.0;3.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace;;65.0;36.0;38;95.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;409.0;85.0;25.0;57;94.0
Salamanca;Apartment;Entire home/apt;4;1.5;2.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;;99.0;36.0;62;83.0
Usera;Bed & Breakfast;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room,Private entrance;;15.0;5.0;25;100.0
Centro;Apartment;Private room;1;2.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials;;19.0;;0;80.0
Puente de Vallecas;House;Entire home/apt;6;1.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Shampoo,Hair dryer,Laptop friendly workspace;;60.0;;4;
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer;;52.0;;0;
Centro;Apartment;Entire home/apt;8;2.0;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hair dryer;;150.0;;0;
Centro;Apartment;Private room;1;1.0;1.0;1.0;;;30.0;;90;
Chamartín;Apartment;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;20.0;0;90.0
Centro;Serviced apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Breakfast,Elevator in building,Heating,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;99.0;;74;100.0
San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;1.0;TV,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Dryer,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;50.0;;0;100.0
Ciudad Lineal;Bed & Breakfast;Private room;1;1.0;1.0;1.0;TV,Wireless Internet,Kitchen,Heating,Washer,Essentials;;20.0;;73;91.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;89.0;49.0;47;100.0
Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Internet,Air conditioning,Kitchen,Elevator in building,Family/kid friendly,Washer,First aid kit,Essentials;;55.0;;28;91.0
Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;;65.0;40.0;13;95.0
Ciudad Lineal;Bed & Breakfast;Private room;1;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;;25.0;;90;80.0
Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace;;20.0;;76;96.0
Salamanca;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;50.0;50.0;3;93.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;;70.0;;0;
Barajas;Apartment;Private room;4;0.5;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Laptop friendly workspace;;55.0;;0;86.0
Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Self Check-In,Lockbox;;57.0;20.0;44;98.0
Arganzuela;Apartment;Entire home/apt;4;1.0;2.0;3.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;;80.0;50.0;66;71.0
Centro;Apartment;Private room;2;1.0;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo;;33.0;14.0;90;100.0
Arganzuela;Apartment;Private room;2;1.5;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Shampoo,translation missing: en.hosting_amenity_50;;30.0;;20;99.0
Retiro;Apartment;Entire home/apt;5;1.0;2.0;2.0;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace;;54.0;;54;88.0
